id,content,metadata,embedding

Assumed Conditions:

NEED: Shed 200 MW of load in CONVEX.

Messages:

Operating Instruction by ISO:

1. ISO to CONVEX: “Implement OP-7, manually shed 200 MW of load.”

Acknowledgment by CONVEX:

1. CONVEX to ISO: “OP-7, manually shed 200 MW of load.”

Acknowledgment by ISO:

1. ISO to CONVEX: “That is correct.”

(If a misunderstanding occurs, ISO shall reissue the Operating Instruction.)

**E. Unaffected LCC Notification Messages**

Each unaffected LCC shall be notified by ISO after an affected LCC has been issued an
Operating Instruction to implement OP-7. A typical notification and message for ISO and
each unaffected LCC System Operator is:

Notification of Implementation by ISO:

1. ISO to each unaffected LCC: “This is a notification that OP-7 is being
implemented in CONVEX. CONVEX has been
issued an Operating Instruction to manually
shed/restore (___) MW load.”

Acknowledgment by each unaffected LCC

1. Each unaffected LCC to ISO: “CONVEX has manually shed/restored (___) MW

of load.”

Acknowledgment by ISO:

1. ISO to each unaffected LCC: “That is correct.”

(If a misunderstanding occurs, ISO shall reissue the notification.)


-----

### OP-7 APPENDIX A REVISION HISTORY

**Document History (This Document History documents action taken on the equivalent NEPOOL Procedure prior to**
the RTO Operations Date as well revisions made to the ISO New England Procedure subsequent to the RTO
Operations Date.)

|Rev. No.|Date|Reason|
|---|---|---|
|- -|11/22/16|For previous revision history, refer to Rev 10 available through Ask ISO;|
|Rev 11|01/10/14|Annual review by procedure owner, no content change required.|
|Rev 11.1|08/05/14|Periodic review performed requiring no changes; Made administrative changes required to publish a Minor Revision;|
|Rev 11.2|04/17/15|Periodic review performed requiring no changes; Made administrative changes required to publish a Minor Revision;|
|Rev 11.3|01/27/16|Periodic review performed requiring no changes; Made administrative changes required to publish a Minor Revision;|
|Rev 12|11/22/16|Annual review by procedure owner; Added required corporate document identity to all Footers; Globally, replaced “directive”, “directed” with “operation instruction” Truncated the Revision History per SOP-RTMKTS.0210.0010 Section 5.6;|
|Rev 13|09/25/17|Annual review by procedure owner; Table of Contents, replaced “directed action” with “operating instruction”; Section II.C, replaced “directive” with “operating instruction”;|
|Rev 14|03/06/18|Globally, as applicable, replaced “step(s)” or “step number(s)”” with “percent” or “% of area load”) and added “Instantaneous” to “New England Load”; Globally made minor editorial changes to be consistent with current practices and management expectations;|
|Rev 15|01/04/19|Annual review by procedure owner; Globally made minor editorial changes consistent with current conditions, practices and management expectations Replaced REMVEC with NGRID and placed it alphabetically;|
|Rev 15.1|12/11/19|Periodic review performed requiring no changes; Made administrative changes required to publish a Minor Revision;|
|Rev 15.2|11/05/20|Annual review performed requiring no changes; Made administrative changes required to publish a Minor Revision;|
|Rev 16|10/13/21|Annual review performed; Added “Operating Instruction” to II.D. and footnote; Modified I.B. calculation to include rounding and adjusted examples accordingly.|
|Rev 16.1|10/11/22|Annual review performed requiring no changes; Made administrative changes required to publish a Minor Revision.|
|Rev 16.2|10/04/23|Annual review performed by procedure owner requiring no intent changes; Minor formatting edits; Made administrative changes required to publish a Minor Revision.|
|Rev 16.3|05/22/24|Annual review performed by procedure owner requiring no intent changes; Added RIE to Section I.D.|
||||


-----

","{""title"": ""op7a_rto_final.pdf"", ""section"": ""ISO Operating Procedures"", ""file_type"": ""pdf"", ""url"": ""https://www.iso-ne.com/static-assets/documents/rules_proceds/operating/isone/op7/op7a_rto_final.pdf""}",[125]
126,"# ISO New England Operating Procedure No. 4 - 
 Action During A Capacity Deficiency

**Effective Date: November 29, 2023**

**Review By Date: November 29, 2024**

**REFERENCES:**

**1.** NERC Reliability Standard EOP-011 - Emergency Preparedness and

Operations

**2.** NERC Reliability Standard COM-002 - Operating Personnel Communications

Protocols

**3.** NPCC Directory #2 Emergency Operations

**4.** NPCC Directory #5 Reserve

**5.** ISO New England Inc. Transmission, Markets and Services Tariff Section III,

ISO New England Market Rule 1 - Standard Market Design (Market Rule 1)

**6.** ISO New England Operating Procedure No. 7 - Action in an Emergency (OP-7)

**7.** ISO New England Operating Procedure No. 8 - Operating Reserve and

Regulation (OP-8)

**8.** ISO New England Operating Procedure No. 9 - Scheduling and Dispatch of

External Transactions (OP-9)

**9.** ISO New England Operating Procedure No. 14 - Technical Requirements for

Generators, Demand Response Resources, Asset Related Demands and
Alternative Technology Regulation Resources (OP-14)

_This document is controlled when viewed on the ISO New England Internet web site. When_
_downloaded and printed, this document becomes UNCONTROLLED, and users should check_
_the Internet web site to ensure that they have the latest version._


-----

# Table of Contents

PART I - INTRODUCTION .............................................................................................. 3

PART II - PROCEDURE.................................................................................................. 4

I. IMPLEMENTATION BY ISO NEW ENGLAND ....................................................... 4

II. CANCELLATION OF ACTIONS ............................................................................. 7

III. IMPLEMENTATION BY LCCS ............................................................................ 7

IV. COMMUNICATIONS ........................................................................................... 7

V. IMPLEMENTATION OF AN ALERT .................................................................... 7

VI. PUBLIC NOTIFICATIONS ..................................................................................... 8

OP-4 REVISION HISTORY ............................................................................................. 9

**Appendices:**

Appendix A - Estimates Of Additional Generation And Load Relief From System

Wide Implementation Of Actions In ISO New England Operating
Procedure No. 4 - Action During A Capacity Deficiency Based On A
25,000 MW System Load


-----

**PART I - INTRODUCTION**

This Operating Procedure (OP) establishes criteria and guidelines for actions during
capacity deficiencies, as directed by ISO New England (ISO) and as implemented by
ISO and the Local Control Centers (LCCs). This OP may be implemented any time one
or more of the following events, or other similar events, occur or are expected to occur:

  - The Resources available to the New England Reliability Coordinator Area/

Balancing Authority Area (RCA/BAA) outside of OP-4 are insufficient to meet the
anticipated load plus Operating Reserve requirements. This OP will not be
implemented to maintain Replacement Reserve requirements.

  - One or more contingencies have occurred resulting in an immediate deficiency in

the New England RCA/BAA available capacity Resources required to meet the
load plus Operating Reserve requirements.

  - Transmission facilities into a sub-area of the New England RCA/BAA are loaded

beyond established transfer capabilities.

  - A sub-area of the New England RCA/BAA is experiencing abnormal voltage

and/or reactive conditions.

  - The need to implement manual load shedding as required by ISO New England

Operating Procedure No. 7 - Action in an Emergency (OP-7) is imminent but load
shedding may be avoided, or reduced in magnitude, by implementation of this
OP.

  - Another Northeast Power Coordinating Council Inc. (NPCC) RCA/BAA, or a

remote system or pool, is experiencing a capacity deficiency and has requested
assistance from ISO, which, if provided, would reduce the New England
RCA/BAA actual Operating Reserve below the required levels.

  - Any other serious threat to the integrity of the Bulk Electric System (BES) for

which ISO determines that this OP would mitigate the impact.

Appendix A - Estimates Of Additional Generation And Load Relief From System Wide
Implementation Of Actions In ISO New England Operating Procedure No. 4 - Action
During A Capacity Deficiency Based On A 25,000 MW System Load contains an
estimate of the additional generation and load relief, which may be achieved through
implementation of the Actions specified in this OP.


-----

**PART II - PROCEDURE**

**I.** **IMPLEMENTATION** **BY** **ISO** **NEW** **ENGLAND**

ISO shall alert each LCC and Market Participant (MP) promptly any time one or
more of the events described in Part I of this OP are anticipated, or have actually
occurred, and implementation of this procedure may be required. ISO shall also
alert each surrounding Reliability Coordinator/Balancing Authority (RC/BA) and
coordinate with these RCs/BAs in accordance with NPCC Directory #5 Reserve.
The alert shall be issued in accordance with Master/Local Control Center
Procedure No. 2 - Abnormal Conditions Alert (M/LCC 2). Upon implementation of
OP-4, ISO shall notify each LCC of the OP-4 Actions required by number. ISO and
each LCC shall initiate Actions according to the authority and responsibility
assigned in this OP. To the extent possible, ISO will continue to dispatch
Resources in accordance with Section III of the ISO New England Inc.
Transmission, Markets and Services Tariff (Tariff), while ensuring reliability in the
New England RCA/BAA during implementation of OP-4.

Actions of OP-4 shall be implemented to the extent required to manage Operating
Reserve Requirements, in accordance with ISO New England Operating Procedure
No. 8 - Operating Reserve and Regulation (OP-8) and/or to provide necessary
dispatch options during abnormal conditions.

**ACTION 1 (An ISO responsibility)**

ISO shall notify all Resources that a capacity deficiency exists. Each Resource
with a Capacity Supply Obligation (CSO) shall prepare to provide all associated
operable capability.

ISO shall notify via the “Notices” section of the ISO external website that each
Settlement Only Resource with Real-Time obligations and a CSO should be
monitoring the status of the reserve pricing and is required to meet its obligation
under the “Capacity Scarcity Condition” definitions in Section III of the Tariff.

Begin to allow the depletion of Thirty-Minute Operating Reserve.

Implement a Power Caution.

**ACTION 2 (An ISO responsibility)**

Declare Energy Emergency Alert (EEA) Level 1.[1]

**ACTION 3 (ISO responsible for Designated Entities and Demand**
**Designated Entities, LCCs for office complexes.)**

Request voluntary load curtailment of MP facilities in the New England
RCA/BAA.

1 EEA Levels are described in Attachment 1 to NERC Reliability Standard EOP-011 - Emergency Preparedness and
Operations.


-----

**ACTION 4 (An ISO responsibility)**

Implement a Power Watch.

ISO will normally implement Action 5 and beyond of this OP to maintain TenMinute Reserve.

**ACTION 5 (An ISO responsibility)**

Arrange to purchase available emergency capacity and energy, or energy only,
(if capacity backing is not available) from MPs or neighboring RCAs/BAAs.
Control Area-to-Control Area emergency transactions will normally be used as a
last resort, when market-based Emergency Energy transactions are not
available, or not available in a timely fashion.

Action 6 shall be implemented to the extent required to maintain Ten-Minute
Reserve, in accordance with OP-8, and to enable ISO to better cope with possible
continuing and deteriorating abnormal operating conditions.

**ACTION 6 (An ISO and LCC responsibility)**

Implement a voltage reduction of five percent (5%) of normal operating voltage
requiring more than 10 minutes to implement.

Declare Energy Emergency Alert (EEA) Level 2.

In addition, ISO shall begin to count the manual load shedding capability
available as part of OP-7 to meet its Disturbance Control Standard
requirements.

**ACTION** **7 (ISO responsibility)**

**NOTE**

The following request will be made on a forecast basis when ISO anticipates it will be
unable to maintain Ten-Minute Reserve or in Real-Time based on the current
operating conditions

Request Generators and Demand Response Resources (DRRs) not subject to
a CSO to voluntarily provide energy for reliability purposes.

Action 8 shall be implemented to maintain adequate Ten-Minute Reserve in the
New England RCA/BAA. The amount to be maintained will be determined based
on actual system conditions at the time of the deficiency or the need to aid another
NPCC RCA/BAA in accordance with NPCC Directory #5 Reserve.

**ACTION 8 (An ISO and LCC responsibility)**

Implement a voltage reduction of five percent (5%) of normal operating voltage
that is attainable within 10 minutes.

Declare EEA Level 2, if not already performed in an earlier action.


-----

Actions 9, 10 and 11 will normally be implemented by ISO through the LCCs based
upon advance projections made by ISO that it will not be possible to maintain
adequate Ten-Minute Reserve by implementing Actions 1 through 8. When
Actions 9 and 10 are requested, the particular hours that they are to be
implemented will be specified by ISO. Actions 9, 10, and 11 should be
implemented as early as possible to achieve maximum benefit.

**ACTION 9 (LCC responsibility)**

Request all of the customer generation not contractually available to MPs.
Request voluntary load curtailment by large industrial and commercial
customers.

**ACTION 10 (An ISO and LCC responsibility)**

Initiate radio and television appeals for voluntary load curtailment.

Implement a Power Warning.

Declare EEA Level 2, if not already performed in an earlier action.

Depending on the circumstances and the time required to institute certain of the
above Actions, it may be necessary to call for some Actions simultaneously, or
to alter the order of Action initiations. When all of the above Actions have been
taken, further action, if required, is covered under OP-7

It may be necessary to implement OP-7, prior to the implementation of all of the
above Actions. If, at any time during implementation of the above Actions, it
appears that implementation of OP-7 will be required; ISO shall notify each
LCC.

When Action 11 is requested, the particular hours this Action is to be implemented
will be specified by the ISO.

**ACTION 11 (An ISO responsibility)**

Request each New England state Governor to reinforce Power Warning
appeals, as initiated in Action 10.

Declare EEA Level 2, if not already performed in an earlier action.


-----

**II.** **CANCELLATION** **OF** **ACTIONS**

When the system conditions have sufficiently improved, ISO shall cancel the
Actions instituted in this OP Section I. Depending on system conditions, the order
of Action cancellation may be different than the order of Action initiation.

**III.** **IMPLEMENTATION** **BY** **LCCS**

Any of the Actions provided in this OP may be implemented by an LCC to deal with
local conditions within that LCC’s territory. The severity of the condition will
determine the Actions taken. ISO shall review LCC implementation of this OP to
verify that the implementation is consistent with Section III of the Tariff and ISO
Manuals.

**IV.** **COMMUNICATIONS**

ISO shall inform all LCCs simultaneously of system conditions and issue an
implementation Operating Instruction. Each LCC, in alphabetical order, shall
repeat the Operating Instruction back to ISO, to provide acknowledgment. When
each LCC completes implementation of an Action, the LCC shall report
implementation of the Action has been completed and the time that Action was
completed, to ISO. These communications will be performed per the
communications protocol required by NERC Reliability Standard COM-002 and as
stated in M/LCC No.13 - ISO and LCC Communication Practices.

Each LCC shall be responsible for keeping its member companies and ISO
informed of all situations pertaining to implementation and cancellation of the
Actions of this OP. ISO shall make notifications to the Department of Energy as
required. Each LCC shall make notifications to state regulatory agencies as
required. ISO shall issue a report to the appropriate New England Power Pool
(NEPOOL) Technical Committee(s) following implementation of this OP, within 3
Business Days of the implementation.

**V.** **IMPLEMENTATION** **OF** **AN** **ALERT**

ISO Control Room staff shall notify, as appropriate, each LCC, Designated Entity
(DE), and Demand Designated Entity (DDE) as soon as OP-4 conditions are
anticipated or underway by executing its responsibilities as declared by M/LCC 2.


-----

**VI.** **PUBLIC NOTIFICATIONS**

Notifications associated with forecast or actual implementation of OP-4 shall be
conducted in accordance with CROP.10002 Implement Capacity Remedial Actions.
Power Advisories shall be issued by ISO via its external website. These Power
Advisories shall be triggered by the implementation of certain Actions of OP-4 as
described below. These notifications are considered public information.

Power Caution

A Power Caution is triggered by the initial implementation of OP-4 Action 1. A
Power Caution is defined as a notification that electric reserves can no longer
be maintained using normal measures. Although full reserves are not being
maintained, utility personnel will begin to take steps to manage these reserves.

Power Watch

A Power Watch is triggered by the implementation of OP-4 Action 4. A Power
Watch is defined as a notification that further steps to manage capacity could
affect the public.

Power Warning

A Power Warning is triggered by the implementation of OP-4 Action 10. A
Power Warning is defined as a notification for public appeals when an
immediate reduction in power usage is necessary to avert overload of the
electrical system. Public appeals are made when other efforts (e.g., emergency
purchases, voluntary curtailment, contracted curtailment and voltage reduction)
have been unsuccessful in bringing supply and demand back into balance.


-----

**OP-4 REVISION HISTORY**

**Document History (This Document History documents action taken on the equivalent NEPOOL Procedure prior to**
the RTO Operations Date as well revisions made to the ISO New England Procedure subsequent to the RTO
Operations Date.)

|Rev. No.|Date|Reason|
|---|---|---|
|- -|05/11/17|For previous revision history, refer to Rev 10 available through Ask ISO;|
|Rev 11|12/09/11|References Section replaced references to NPCC A-06 with NPCC Directory #5 Reserve, deleted reference to NPCC C-20; added MLCC 13 and SOP.RTMKTS.0125.0020; Part II Procedures, Section I Implementation By ISO New England replaced NPCC A-06 with NPCC Directory #5 Reserve and deleted reference to NPCC C-20; Minor editorial, grammar, etc changes; Deleted 2nd paragraph of footer disclaimer ; Deleted communication examples Annual review by procedure owner|
|Rev 12|10/05/13|Annual review by procedure owner; Editorial changes (format) consistent with current practices and management expectations; In References Section, deleted OP-10 and added SOP-RTMKTS.0120.0020;|
|Rev 13|08/12/14|Annual review by procedure owner; References Section, updated OP-14 title (added ATRRs)|
|Rev 14|06/24/15|Annual review by procedure owner; References Section, deleted ISO New England Manuals and updated Market Rule 1 title|
|Rev 15|06/08/16|Annual review by procedure owner; Globally, replaced “SOP-RTMKTS.0120.0020” with “CROP.10002” and replaced “26,939 MW” with “26,704 MW”; Where applicable, corrected reference document titles; Section IV, replaced “party line telephone circuit” with ""All LCC conference calling feature”|
|Rev 15.1|05/11/17|Periodic review performed requiring no changes; Made administrative changes required to publish a Minor Revision (added required corporate document identity to all page footers and truncated the Revision History per SOP-RTMKTS.0210.0010 Section 5.6 ;|
|Rev 16|07/05/17|Annual review by procedure owner; Updated references; Updated load from “26,704 MW” to “26,482”;|
|Rev 17|06/01/18|Annual review completed by procedure owner; References Section, replaced NERC “EOP-002” with “EOP-011”, updated OP-14 title added M/LCC 2, updated M/LCC 13 title, deleted LCC Instructions: Appendices Section and Part I last paragraph, replaced “26,482 MW” with “26,458 MW” in Appendix A title; Globally made minor editorial changes to be consistent with current conditions, practices and management expectations; Part II Action 1, Added “...Response...”, replaced “Shortage Event” with “Capacity Scarcity Condition” per Market Rule 1 and the Tariff” Part II Action 2, replaced “generation and demand designated entities” with “Designated Entities and Demand Designated Entities”; Deleted Demand Response and Emergency Generation; Added EEA Level 1 to Action 2 and footnote for attribution; Part II Action 6 Deleted “...Demand Resources and...”, added “Declare Energy Emergency Alert (EEA) Level 2 and deleted “Dispatch Real-Time Emergency Generation Resources in the amount and location required”, added new last paragraph ; Part II Action 7 1st paragraph, added “...and Demand Response Resources...” 2nd paragraph replaced “shortage” with “scarcity”; Part ii Action 8, Action 10 and Action 11: added “Declare EEA Level 2, if not already performed in an earlier action.” ; Part V replaced “...generation station (or designee) and Dispatchable Asset Related Demand..” with “...DE, and DDE as...”|


-----

|Rev. No.|Date|Reason|
|---|---|---|
|Rev 18|05/07/19|Annual review completed by procedure owner; Appendices Section and last paragraph of Part I, administrative changes to update the load in Appendix A title, in last paragraph replaced “will” with “may”; Part I, Action 1, deleted the parentheses around Settlement Only; Part I, Action 7, 1st paragraph, added “to” prior to voluntarily; Part II, replaced “LCC” with “LCC’s territory” and “ensure” with “verify that” Part IV 2nd paragraph, replaced “this procedure” with “The Actions of this OP”; Part V, replaced “Control Room” with “control room”;|
|Rev 18.1|04/27/20|Annual review completed by procedure owner requiring no changes|
|Rev 19|03/04/21|Annual review completed by procedure owner. Removed reference to sharing of reserves among NPCC areas in Action 6, this has been removed from NPCC Directory 5.|
|Rev 19.1|02/15/22|Annual review completed by procedure owner, no changes required|
|Rev 19.2|11/30/22|Annual review completed by procedure owner requiring no intent changes; Removed ISO responsibility for sharing of reserves in Action 6 which was removed in Rev 19; Minor editorial edits in Sections I, IV, and V.|
|Rev 19.3|11/29/23|Annual review completed by procedure owner requiring no intent changes; Updated Title of Reference 1.|
||||


-----

","{""title"": ""op4_rto_final.pdf"", ""section"": ""ISO Operating Procedures"", ""file_type"": ""pdf"", ""url"": ""https://www.iso-ne.com/static-assets/documents/rules_proceds/operating/isone/op4/op4_rto_final.pdf""}",[126]
127,"## APPENDIX A - ESTIMATES OF ADDITIONAL GENERATION AND LOAD RELIEF
 FROM SYSTEM WIDE IMPLEMENTATION OF ACTIONS IN
 ISO NEW ENGLAND OPERATING PROCEDURE NO. 4 - ACTION DURING A
 CAPACITY DEFICIENCY BASED ON A 25,000 MW SYSTEM LOAD

 Effective Date: November 29, 2023

 Review By Date: November 29, 2024

# Table of Contents

## APPENDIX A ................................................................................................................... 2

 OP-4 Appendix A Revision History .................................................................................. 4

#### This document is controlled when viewed on the ISO New England Internet web site. When downloaded and printed, this document becomes UNCONTROLLED, and users should check the Internet web site to ensure that they have the latest version. 


-----

## APPENDIX A

### (Actual MW available may be greater or less than indicated values depending on system conditions and the circumstances of the implementation)

 Action # Description MW


### 1 Implement Power Caution and advise Resources with a Capacity Supply Obligation to prepare to provide all associated capacity.

 Notify Settlement Only Resources with a Capacity Supply Obligation (CSO) to monitor the status of reserve pricing to meet those obligations. 

 Begin to allow the depletion of Thirty-Minute Operating Reserve.

 2 Declare Energy Emergency Alert (EEA) Level 1 [(4)]

 3 Voluntary load curtailment of Market Participants’ facilities


### 0

 0 [(1)]

 About 600 MW 

 0

 40 [(2)]


### 4 Implement Power Watch 0


### 5 Schedule Market Participant- submitted EETs

 Arrange to purchase Control Area- to-Control Area emergency capacity and energy or energy only (if capacity is not available)

 6 Implementation of 5% voltage reduction requiring more than ten (10) minutes
 Declare EEA Level 2 [(4)]

 7 Request Resources not subject to a CSO to voluntarily provide energy for reliability purposes.

 8 Implementation of 5% voltage reduction requiring ten (10) minutes or less
 Declare EEA Level 2 [(4) ]

 9 Transmission customer generation not contractually available to Market Participants during a Capacity Deficiency

 Voluntary load curtailment by large industrial and commercial customers


### Variable (could be between 0
 and 1,000 MW)

 Variable (could be between 0
 and 125 MW) [(3)]

 Variable (could be between 0
 and 1,500 MW)

 Variable (could be between 0
 and 250 MW) [(3)]

 5

 200 [(2)]


-----

### Action # Description MW


### 10 Radio and TV appeals for voluntary load curtailment

 Implement Power Warning
 Declare EEA Level 2 [(4) ]

 11 Request New England state Governors to reinforce power warning appeals 
 Declare EEA Level 2 [(4) ]


### 200 [(2)]

 100 [(2)]


### Total 1145 - 4020

#### NOTES: (1) Based on Summer Ratings. Assumes 25% of total MW Settlement
 Only Resources <5 MW will be available and will respond.

 (2) The actual load relief obtained is highly dependent on circumstances
 surrounding the appeals, including timing and the amount of advance notice that can be given.

 (3) The MW values are based on a 25,000 MW system load and verified
 by the most recent voltage reduction test.

 (4) EEA Levels are described in Attachment 1 to NERC Reliability
 Standard EOP-011 - Emergency Operations


-----

## OP-4 Appendix A Revision History

**Document History (This Document History documents action taken on the equivalent NEPOOL Procedure prior to the**
RTO Operations Date as well revisions made to the ISO New England Procedure subsequent to the RTO Operations
Date.)

|Rev. No.|Date|Reason|
|---|---|---|
|- -|05/11/17|For previous revision history, refer to Rev 20 available through Ask ISO:|
|Rev 20|12/15/11|Annual review by procedure owner; Deleted the 2nd paragraph of the 1st page footer; Updated 50/50 forecast dependent estimates (Voltage Reduction) to match current 50/50 forecast; Updated Demand Response estimates to reflect current auction trends; corrected footnote 2 attribution, removed from action 1, added to actions 3,10 & 11|
|Rev 21|12/15/12|Annual review by procedure owner; Change values of: Step 2 from 500 to 600, Step 6 from 350 to 400, Step 8 from 270 to 260 and Grand Total from “2395 – 4895” to “2535 – 5035”; NOTES (4) replaced 26,776 with 26,462, added “verified by: and deleted “% achieved”|
|Rev 22|10/29/13|Annual review by procedure owner; Updated Demand Response MW availability;|
|Rev 23|08/12/14|Annual review by procedure owner; Title, replaced “26,690 MW” with “26,658 MW”; Action 6, replaced “134 MW” with “133 MW”; Grand Total, replaced “2012 – 4521” with “2020 – 4521”; NOTES (4) replaced “26,690 MW” with “26,658 MW”|
|Rev 24|06/24/15|Annual review by procedure owner; Title, replaced “26,658 MW” with “26,930 MW”; Action 2, replaced “325 MW” with “250 MW” Action 6, replaced “133 MW” with “135 MW” and “150 MW” with “125 MW”; Action 8, replaced “267 MW” with “269 MW” Grand Total, replaced “2020 – 4521” with “1949 - 4449”; NOTES (4) replaced “26, 658 MW” with “26,930 MW”|
|Rev 25|06/08/16|Annual review by procedure owner; Title, replaced “26,930 MW” with “26,704 MW”; Action 2, replaced “250” with “272” Action 6, replaced “135” with “134”; replaced “125” with “70” Action 8, replaced “269” with “277” Grand Total, replaced “1949 – 4449” with “1888 - 4388”; NOTES (4) replaced “26,930 MW” with “26,704 MW”; Appendix A NOTES. added footnote explaining MW load value|
|Rev 25.1|05/11/17|Periodic review performed requiring no changes; Made administrative changes required to publish a Minor Revision (added required corporate document identity to all page footers and truncated the Revision History per SOP-RTMKTS.0210.0010 Section 5.6 ;|
|Rev 26|07/05/17|Annual review by procedure owner; Title, replaced “26,704 MW” with “26,265 MW”; Action 2, replaced “272 MW” with “380 MW”; Action 6, replaced “134” with “133”; replaced “70” with “2”; Action 8, replaced “267” with “265”; Grand Total, replaced “1949 - 4449” with “1921 - 4421”; NOTES (3) replaced “26,704 MW” with “26,482 MW” and in the footnote replaced “2016” with “2017“;|


-----

|Rev. No.|Date|Reason|
|---|---|---|
|Rev 27|06/01/18|Annual review by procedure owner; Title, replaced “26,482 MW” with “26,458 MW”; Globally, minor editorial changes to be consistent with current conditions, practices, and management expectations; Action 2 replaced “Real Time Demand Response in the amount and location required” with “Declare Energy Emergency Alert (EEA) Level 1 (4)”, replaced “380 MW” with “0”, and deleted (3); Action 6, deleted “Real Time Demand Response in the amount and location required”, added “Declare EEA Level 2 (4)”, replaced 133 MW with 132 MW, and replaced (4) with (3); Action 7, replaced (4) with (3); Action 8, added “Declare EEA Level 2 (4)”; Action 10, added “Declare EEA Level 2 (4)”; Action 11, added “Declare EEA Level 2 (4)” Grand Total, replaced “1925 - 4425” with “1542 - 4042 NOTES, (1) replaced “units” with “Resources” and added “will”; Appendix A former NOTE (4), deleted, replaced former NOTE (4) with former NOTE (3); Added new NOTE (4) added “EEA Levels are described in Attachment 1 to NERC Reliability Standard EOP-001” - Emergency Operations;|
|Rev 28|05/07/19|Annual review by procedure owner; Title replaced “26,458 MW” with “25,000 MW”; Action 1 2nd sentence deleted the parentheses around Settlement Only; Action 6, modified MW value; Action 8, modified MW value and replaced EEA Level 2 footnote “4 “;with “3”; Grand Total, replaced “1942 - 4042” with “1920 - 4020; NOTES section, item (3) updated MW system load value and removed the footnote (1) explaining it;|
|Rev 28.1|04/27/20|Annual review completed by procedure owner requiring no changes|
|Rev 29|03/04/21|Annual review completed by procedure owner. Removed reference to sharing of reserves among NPCC areas in Action 6, this has been removed from NPCC Directory 5. Modified estimates of VR available MW.|
|Rev 29.1|02/15/22|Periodic review completed by Procedure Owner, no changes required.|
|Rev 29.2|11/30/22|Annual review completed by procedure owner requiring no changes.|
|Rev 29.3|11/29/23|Annual review completed by procedure owner requiring no intent changes; Corrected minimum Total Value from table; Made administrative changes required to publish a Minor Revision.|
||||


-----

","{""title"": ""op4a_rto_final.pdf"", ""section"": ""ISO Operating Procedures"", ""file_type"": ""pdf"", ""url"": ""https://www.iso-ne.com/static-assets/documents/rules_proceds/operating/isone/op4/op4a_rto_final.pdf""}",[127]
